uuid,Wave,Section,Row,Age,Gender,Tenure,Ovr_Sat,Team_Sat,Comm_Sat,Comm_Freq,Benefit_Sat,Benefit_Aware
de506a35,1,211,N,45-54,Female,2-5 season,3,3,4,Too Few,990,Unaware
ba1d983c,1,473,Q,55-64,Male,11-15 season,10 - Extremely satisfied,5,4,Just Right,8,Aware and have NOT used/received
3908ae1d,1,426,N,45-54,Male,21+ seasons,7,9,7,Too few,990,Unaware
f6572e33,1,536,G,65+,Male,6-10 season,7,8,5,Too Few,1 - Not at all satisfied,Aware and have NOT used/received
36309bd1,1,251,JJ,55-64,Male,6-10 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,8,Aware and have NOT used/received
6b54b928,1,117,T,55-64,Male,16-20 season,7,10 - Extremely satisfied,9,Too Many,990,Aware and have NOT used/received
528be6e1,1,83,O,35-44,Female,21+ seasons,9,7,9,Just Right,990,Unaware
038edd47,1,400,KK,55-64,Male,11-20 season,2,990,7,Just right,990,Unaware
fc651501,1,347,R,65+,Male,21+ seasons,2,5,2,Too few,9,Aware and have NOT used/received
b2461936,1,264,B,45-54,Male,2-5 season,10 - Extremely satisfied,1 - Not at all satisfied,990,Just right,8,Aware and have NOT used/received
f22be3c6,1,141,O,35-44,Male,16-20 season,3,7,8,Just Right,8,Aware and have used/received
2e173f19,1,15,N,35-44,Female,16-20 season,10 - Extremely satisfied,3,990,Too Many,990,Unaware
ce36ec1f,1,263,EE,45-54,Male,21+ seasons,8,8,7,Just right,10 - Extremely satisfied,Aware and have used/received
29158cbf,1,448,HH,45-54,Male,2-5 season,9,8,9,Just right,5,Aware and have NOT used/received
d47ca288,1,200,X,65+,Male,21+ seasons,10 - Extremely satisfied,4,10 - Extremely satisfied,Just right,3,Aware and have NOT used/received
ccee12a1,1,68,J,35-44,Male,11-20 season,9,7,8,Just right,990,Unaware
37aa22e1,1,510,O,45-54,Male,21+ seasons,8,8,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
2736107f,1,491,DD,65+,Female,11-15 season,5,10 - Extremely satisfied,5,Just Right,990,Unaware
a7644ddc,1,43,V,55-64,Male,6-10 season,6,7,2,Too Few,8,Aware and have used/received
4552b454,1,335,W,45-54,Male,21+ seasons,8,1 - Not at all satisfied,3,Too Many,990,Unaware
1e9c1e6b,1,338,Q,55-64,Male,11-20 season,7,7,7,Just right,990,Unaware
abecf97f,1,181,M,55-64,Female,21+ seasons,5,5,8,Just right,990,Unaware
6f292eb7,1,335,H,45-54,Male,2-5 season,9,5,10 - Extremely satisfied,Too Many,1 - Not at all satisfied,Aware and have NOT used/received
a42afc8c,1,504,N,65+,Female,21+ seasons,9,8,8,Too few,8,Aware and have used/received
dba213e4,1,352,G,65+,Male,21+ seasons,8,8,5,Just right,990,Unaware
98f59fa8,1,295,X,55-64,Female,6-10 season,9,9,8,Just Right,7,Aware and have NOT used/received
ac387a74,1,83,S,45-54,Male,6-10 season,6,6,1 - Not at all satisfied,Just Right,990,Unaware
a5bf8ea4,1,107,X,65+,Prefer not to answer,21+ seasons,7,7,7,Just right,990,Unaware
0770b971,1,289,A,55-64,Male,2-5 season,8,9,7,Just right,8,Aware and have NOT used/received
dc45ed59,1,105,V,45-54,Male,6-10 season,10 - Extremely satisfied,2,3,Too Many,990,Aware and have NOT used/received
a3807ee4,1,402,P,35-44,Female,2-5 season,5,3,990,Too Many,990,Unaware
c67ef82f,1,483,HH,25-34,Female,21+ seasons,8,4,4,Too Many,990,Unaware
b140abcd,1,262,H,65+,Male,21+ seasons,4,5,5,Just right,8,Aware and have NOT used/received
baa49d29,1,80,J,65+,Male,11-15 season,9,7,3,Too Few,990,Unaware
e9fa5098,1,71,Y,65+,Male,21+ seasons,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
fb716ee9,1,495,JJ,45-54,Male,11-20 season,6,4,8,Just right,990,Unaware
fe75dd34,1,90,I,45-54,Male,21+ seasons,6,7,10 - Extremely satisfied,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
c96e015f,1,203,KK,45-54,Female,11-15 season,10 - Extremely satisfied,3,8,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
962804c3,1,33,U,65+,Male,21+ seasons,8,8,7,Just right,990,Unaware
81df56ed,1,324,EE,65+,Male,21+ seasons,7,2,990,Too few,990,Unaware
fbca56e9,1,361,B,45-54,Male,2-5 season,7,6,7,Just right,6,Aware and have NOT used/received
f099846d,1,153,KK,45-54,Male,6-10 season,10 - Extremely satisfied,6,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
ed2a90ae,1,524,D,65+,Male,21+ seasons,2,5,4,Too many,5,Aware and have NOT used/received
c6c1f9ce,1,4,M,45-54,Female,2-5 season,8,9,10 - Extremely satisfied,Just Right,990,Aware and have NOT used/received
2858e5ab,1,213,Z,45-54,Male,2-5 season,8,8,8,Just right,990,Unaware
831e8f72,1,264,V,45-54,Male,1 season,6,8,5,Just Right,990,Aware and have NOT used/received
d9269d08,1,28,G,45-54,Female,2-5 season,9,990,6,Just Right,6,Aware and have NOT used/received
4bf05703,1,375,DD,55-64,Female,2-5 season,10 - Extremely satisfied,2,6,Too Few,990,Unaware
4a955a5b,1,391,I,45-54,Male,6-10 season,9,6,7,Just right,990,Unaware
d4249f84,1,503,W,45-54,Female,6-10 season,9,4,3,Too Few,8,Aware and have NOT used/received
d74252c3,1,476,B,45-54,Male,2-5 season,6,1 - Not at all satisfied,6,Just right,990,Unaware
8334fce2,1,365,AA,65+,Male,2-5 season,7,7,1 - Not at all satisfied,Too Many,990,Unaware
8efe8d20,1,224,LL,55-64,Female,16-20 season,6,1 - Not at all satisfied,7,Too Many,8,Aware and have NOT used/received
6c90d64c,1,196,O,45-54,Female,21+ seasons,10 - Extremely satisfied,6,5,Too Few,5,Aware and have NOT used/received
35dece0a,1,382,Z,45-54,Male,2-5 season,8,6,7,Too few,5,Aware and have NOT used/received
1c857b19,1,463,D,65+,Male,1 season,7,6,8,Too Many,9,Aware and have NOT used/received
3db69608,1,293,FF,25-34,Male,2-5 season,7,1 - Not at all satisfied,2,Just Right,3,Aware and have NOT used/received
41849591,1,124,B,35-44,Male,2-5 season,9,4,2,Too Few,990,Aware and have NOT used/received
05be0b7a,1,449,B,55-64,Male,2-5 season,8,5,4,Too Many,990,Unaware
de6c850c,1,495,A,65+,Female,2-5 season,4,10 - Extremely satisfied,8,Too Many,10 - Extremely satisfied,Aware and have used/received
9cacc50f,1,500,S,45-54,Male,11-15 season,9,9,3,Too Many,990,Unaware
b955df11,1,257,V,55-64,Male,21+ seasons,6,5,5,Too few,990,Unaware
adbd4df1,1,173,LL,35-44,Male,11-20 season,9,6,8,Just right,2,Aware and have NOT used/received
d2a632f1,1,177,N,45-54,Male,6-10 season,8,8,8,Just right,990,Unaware
26f7d3a1,1,417,OO,55-64,Male,2-5 season,6,8,5,Just right,990,Unaware
66d5f7e8,1,488,Y,55-64,Female,6-10 season,9,4,8,Too Many,7,Aware and have NOT used/received
89dc97a8,1,287,H,65+,Male,11-20 season,5,8,9,Just right,990,Unaware
6779b600,1,399,J,35-44,Female,6-10 season,5,1 - Not at all satisfied,3,Just right,990,Aware and have NOT used/received
0eabaa04,1,187,HH,55-64,Female,6-10 season,9,2,9,Just Right,6,Aware and have NOT used/received
88abeec0,1,48,J,55-64,Female,21+ seasons,10 - Extremely satisfied,2,8,Just right,8,Aware and have NOT used/received
70b16f31,1,486,I,65+,Male,21+ seasons,8,7,9,Just right,10 - Extremely satisfied,Aware and have NOT used/received
74a2f2a9,1,433,U,45-54,Male,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
fde34d59,1,287,H,55-64,Male,2-5 season,9,8,8,Just right,6,Aware and have NOT used/received
efd6a244,1,69,E,65+,Male,16-20 season,10 - Extremely satisfied,4,5,Too Many,6,Aware and have NOT used/received
85bab44e,1,10,Y,45-54,Male,2-5 season,9,7,7,Just right,990,Unaware
e80d8f48,1,72,C,45-54,Male,21+ seasons,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
e393a4cb,1,537,HH,55-64,Female,2-5 season,10 - Extremely satisfied,2,8,Too Many,990,Unaware
e73e76f6,1,217,X,55-64,Male,6-10 season,7,4,7,Just right,5,Aware and have NOT used/received
0345c04c,1,55,X,45-54,Female,2-5 season,8,3,3,Too Few,990,Unaware
249cb0f9,1,517,I,55-64,Female,2-5 season,5,3,5,Too few,990,Unaware
5a33db04,1,182,G,65+,Female,21+ seasons,4,6,9,Too few,990,Unaware
7a9e5eed,1,388,H,65+,Female,21+ seasons,9,7,7,Just right,2,Aware and have used/received
781fa062,1,264,S,45-54,Male,2-5 season,7,4,1 - Not at all satisfied,Just Right,990,Aware and have NOT used/received
3346e850,1,338,B,65+,Male,21+ seasons,8,8,7,Just right,990,Unaware
696a7bc6,1,341,G,65+,Male,11-20 season,1 - Not at all satisfied,8,10 - Extremely satisfied,Too many,10 - Extremely satisfied,Aware and have NOT used/received
533dd2d8,1,385,GG,55-64,Female,16-20 season,7,1 - Not at all satisfied,990,Just Right,8,Aware and have NOT used/received
cde14671,1,525,F,55-64,Female,6-10 season,7,1 - Not at all satisfied,3,Just Right,990,Unaware
b43f45ed,1,467,EE,25-34,Male,16-20 season,2,5,1 - Not at all satisfied,Too Few,10 - Extremely satisfied,Aware and have used/received
fa5c8e05,1,39,S,45-54,Female,6-10 season,7,6,8,Just right,9,Aware and have used/received
bae3fd4d,1,140,Z,65+,Female,21+ seasons,7,7,1 - Not at all satisfied,Too few,990,Unaware
674f386e,1,360,HH,55-64,Female,1 season,8,2,1 - Not at all satisfied,Just Right,990,Aware and have NOT used/received
c479b89e,1,333,Y,65+,Female,21+ seasons,5,7,7,Just right,990,Unaware
ab9991b4,1,110,N,45-54,Male,11-20 season,8,8,8,Just right,8,Aware and have NOT used/received
1d71ebdb,1,391,D,55-64,Male,21+ seasons,8,8,10 - Extremely satisfied,Just right,6,Aware and have NOT used/received
cd6952e9,1,406,U,55-64,Female,2-5 season,7,2,4,Just Right,990,Unaware
75550e7c,1,6,S,65+,Male,6-10 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,990,Unaware
8ad450fe,1,190,EE,35-44,Female,6-10 season,8,10 - Extremely satisfied,6,Just Right,990,Aware and have NOT used/received
77e17fa1,1,286,EE,45-54,Female,2-5 season,5,7,2,Too Many,990,Unaware
477c65e2,1,69,V,55-64,Female,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,1 - Not at all satisfied,Just Right,990,Unaware
11b29597,1,296,I,35-44,Male,6-10 season,3,5,7,Just right,7,Aware and have NOT used/received
4516d7d8,1,355,Z,25-34,Female,6-10 season,8,10 - Extremely satisfied,6,Too Few,990,Unaware
83ca3aa4,1,173,DD,45-54,Male,21+ seasons,9,10 - Extremely satisfied,990,Just right,990,Unaware
618dc37d,1,546,KK,55-64,Male,11-15 season,1 - Not at all satisfied,3,4,Too Few,990,Unaware
ce2df6c6,1,240,BB,35-44,Male,2-5 season,10 - Extremely satisfied,1 - Not at all satisfied,2,Too Few,990,Unaware
4c6c064f,1,377,KK,45-54,Female,11-20 season,8,7,990,Just right,990,Unaware
74815757,1,380,J,Prefer not to answer,Male,21+ seasons,6,6,5,Just right,990,Unaware
d05edcb4,1,496,EE,55-64,Male,11-20 season,8,6,7,Just right,990,Unaware
365467d7,1,199,AA,55-64,Male,2-5 season,8,1 - Not at all satisfied,1 - Not at all satisfied,Just Right,6,Aware and have NOT used/received
10387f5c,1,365,Y,45-54,Female,11-15 season,5,3,4,Too Few,990,Unaware
ad331379,1,209,A,55-64,Female,1 season,9,8,3,Just Right,9,Aware and have NOT used/received
1df98f05,1,458,S,55-64,Female,6-10 season,8,5,1 - Not at all satisfied,Too Many,990,Unaware
d9b8db69,1,472,I,55-64,Male,21+ seasons,7,6,4,Too few,10 - Extremely satisfied,Aware and have used/received
65bac742,1,372,F,25-34,Female,6-10 season,2,4,5,Too Few,990,Unaware
41abb971,1,246,B,45-54,Female,16-20 season,8,2,990,Too Few,990,Aware and have NOT used/received
35684610,1,64,K,65+,Male,21+ seasons,8,990,8,Just right,10 - Extremely satisfied,Aware and have used/received
506358a2,1,7,T,Prefer not to answer,Female,21+ seasons,8,8,8,Just right,3,Aware and have NOT used/received
007a3e5a,1,501,E,55-64,Male,11-15 season,8,7,1 - Not at all satisfied,Too Many,990,Unaware
6483f2c5,1,419,B,45-54,Female,2-5 season,10 - Extremely satisfied,8,8,Just right,990,Unaware
c6f01519,1,500,Z,65+,Male,21+ seasons,8,3,6,Just right,9,Aware and have NOT used/received
4ff7b3c4,1,201,KK,55-64,Male,2-5 season,10 - Extremely satisfied,6,990,Just right,8,Aware and have NOT used/received
7595b281,1,319,F,65+,Male,11-15 season,9,3,3,Too Few,5,Aware and have NOT used/received
cf6ba99c,1,46,T,55-64,Female,6-10 season,8,9,9,Too Few,10 - Extremely satisfied,Aware and have NOT used/received
3b367dee,1,397,Y,55-64,Male,21+ seasons,6,7,990,Just right,10 - Extremely satisfied,Aware and have NOT used/received
e0405243,1,345,S,35-44,Female,11-15 season,4,6,5,Too Few,5,Aware and have NOT used/received
2a9bb989,1,409,OO,65+,Male,21+ seasons,1 - Not at all satisfied,1 - Not at all satisfied,1 - Not at all satisfied,Too few,1 - Not at all satisfied,Aware and have NOT used/received
6559f259,1,9,K,45-54,Male,2-5 season,8,5,990,Too Many,990,Unaware
af01204e,1,6,B,55-64,Male,21+ seasons,4,1 - Not at all satisfied,1 - Not at all satisfied,Too few,990,Unaware
ee5613e0,1,36,S,65+,Male,21+ seasons,8,2,8,Just right,990,Unaware
01e7c3f4,1,73,T,35-44,Male,11-15 season,2,7,7,Too Many,990,Unaware
65ea12c8,1,216,P,65+,Male,11-20 season,7,5,7,Just right,990,Unaware
0ce894f5,1,417,NN,45-54,Male,6-10 season,8,1 - Not at all satisfied,7,Just right,990,Unaware
ca5fd41e,1,35,A,45-54,Female,21+ seasons,8,10 - Extremely satisfied,5,Just Right,990,Unaware
68fbdde3,1,311,JJ,55-64,Male,21+ seasons,7,6,7,Too few,5,Aware and have NOT used/received
1ba08711,1,10,E,Prefer not to answer,Female,21+ seasons,1 - Not at all satisfied,1 - Not at all satisfied,3,Too few,3,Aware and have NOT used/received
b1411515,1,79,Q,55-64,Female,11-15 season,10 - Extremely satisfied,10 - Extremely satisfied,9,Just Right,990,Aware and have NOT used/received
dd841314,1,427,W,45-54,Male,6-10 season,7,4,7,Just right,2,Aware and have NOT used/received
f93a2134,1,309,EE,35-44,Male,16-20 season,6,4,3,Too Few,990,Unaware
